Brand,Category,Title,Text,Rating,Date,Source,Clean_Text
ASOS,Fast Fashion,The worst customer service experience.,The worst customer service experience.,1,2026-05-20 15:58:49+00:00,Trustpilot,worst customer service experience
ASOS,Fast Fashion,Terrible customer service from Shradha…,Terrible customer service from Shradha Piwahal - needed to cancel my order as used the wrong payment method. Reordered but customer service team wouldn't give me a new discount code (that i used on my previous order). Such a simple and easy thing to do to make a customer happy. Won't be using ASOS again.,1,2026-05-20 15:53:16+00:00,Trustpilot,terrible customer service shradha piwahal needed cancel order used wrong payment method reordered customer service team wouldnt give new discount code used previous order simple easy thing make customer happy wont using asos
Oh Polly,Fast Fashion,Best customer service experience❤️,"Hey Jade,

We are so happy to hear you had a great experience with our customer service and love our products! We appreciate your kind words.

We look forward to serving you again in the future. Take care and enjoy the rest of your day!

Thanks,
Oh Polly Customer Care Team",5,2026-05-20 14:40:45+00:00,Trustpilot,hey jade happy hear great experience customer service love product appreciate kind word look forward serving future take care enjoy rest day thanks oh polly customer care team
ASOS,Fast Fashion,missing parcel no number to contact no…,missing parcel no number to contact no humans to talk to you speak to a computer.,1,2026-05-20 13:31:12+00:00,Trustpilot,missing parcel number contact human talk speak computer
Rapanui,Ethical Fashion,"In the end, very helpful ...","Thanks for leaving us your feedback - so sorry to hear of your disappointment regarding your recent contact with our Customer Service Team. I've just checked and can see my colleague has already been in touch regarding your return with advice on the next steps to assist you. Apologies again for the delay in our response, please be assured your feedback will be used to support our service improvement plans. If we can be of further assistance please don't hesitate to get in touch.",5,2026-05-20 09:05:25+00:00,Trustpilot,thanks leaving u feedback sorry hear disappointment regarding recent contact customer service team ive checked see colleague already touch regarding return advice next step assist apology delay response please assured feedback used support service improvement plan assistance please dont hesitate get touch
Oh Polly,Fast Fashion,“Absolutely obsessed with this dress 😍…,"Hey Esmeralda,

We are so happy to hear how much you love the dress! It's wonderful that it made you feel confident and feminine. Thank you for your kind words.

We look forward to serving you again in the future. Take care and enjoy the rest of your day!

Thanks,
Oh Polly Customer Care Team",5,2026-05-20 07:12:45+00:00,Trustpilot,hey esmeralda happy hear much love dress wonderful made feel confident feminine thank kind word look forward serving future take care enjoy rest day thanks oh polly customer care team
Boohoo,Fast Fashion,TERRIBLE customer service,TERRIBLE customer service. The sizing chart is wrong on the website and it made me order the wrong size. They can’t change the size or just cancel the order for me even though it’s only processing. Never ordering from this company again and I suggest you don’t either.,1,2026-05-20 04:38:51+00:00,Trustpilot,terrible customer service sizing chart wrong website made order wrong size cant change size cancel order even though processing never ordering company suggest dont either
Oh Polly,Fast Fashion,Customer Service,"Hey Áine,

We're so glad to hear we could provide a swift and helpful response. Your satisfaction is important to us.

We look forward to serving you again in the future. Take care and enjoy the rest of your day!

Thanks,
Oh Polly Customer Care Team",5,2026-05-19 23:21:54+00:00,Trustpilot,hey ine glad hear could provide swift helpful response satisfaction important u look forward serving future take care enjoy rest day thanks oh polly customer care team
Oh Polly,Fast Fashion,I ordered a parcel that didn't arrive…,"Hello Tara,

We are sorry for the frustration regarding your parcel.

Because Evri has officially confirmed successful delivery to the address provided at checkout, we cannot process a refund or replacement without a police report. We have requested this documentation, but as it has not been provided, we are unable to take this matter any further.

If you are able to file a report and share the police reference number with us, we will be glad to reopen your case.

Thanks,
Oh Polly Customer Care Team",1,2026-05-19 22:19:13+00:00,Trustpilot,hello tara sorry frustration regarding parcel evri officially confirmed successful delivery address provided checkout process refund replacement without police report requested documentation provided unable take matter able file report share police reference number u glad reopen case thanks oh polly customer care team
Boohoo,Fast Fashion,Emery from the customer service was…,"Hey,
Thank you for taking the time to leave us a lovely review!
I'm glad you reached out to our team, where they were able to look into matters and ensure this was resolved as quick as possible.
I will be sure to pass on your kind words on your behalf to Emery.
Take care and have a lovely day!
Raja",5,2026-05-19 22:17:37+00:00,Trustpilot,hey thank taking time leave u lovely review im glad reached team able look matter ensure resolved quick possible sure pas kind word behalf emery take care lovely day raja
ASOS,Fast Fashion,ASOS has become a scammer.,"Truly awful. AVOID AT ALL COSTS.

I returned a parcel to asos with a few pieces. The tracking had shown it arrived but they never refunded me. This was well within the return time and once I queried where my refund was, THEY CLOSED MY ACCOUNT FOR 'SUSPICIOUS ACTIVITY' and said I had to claim the money back from the bank. I did nothing wrong and they've been a massive headache.

The company deserves the downfall and losses its going through. Good riddance.",1,2026-05-19 21:37:04+00:00,Trustpilot,truly awful avoid cost returned parcel asos piece tracking shown arrived never refunded well within return time queried refund closed account suspicious activity said claim money back bank nothing wrong theyve massive headache company deserves downfall loss going good riddance
Oh Polly,Fast Fashion,good luck,"Hey,

We are so glad you enjoyed our service!

We look forward to serving you again in the future. Take care and enjoy the rest of your day!

Thanks,
Oh Polly Customer Care Team",5,2026-05-19 21:13:43+00:00,Trustpilot,hey glad enjoyed service look forward serving future take care enjoy rest day thanks oh polly customer care team
Lucy & Yak,Ethical Fashion,I was very satisfied with the support I…,I was very satisfied with the support I received. The customer service team responded very quickly and were extremely helpful throughout the process. You are the best!,5,2026-05-19 20:30:55+00:00,Trustpilot,satisfied support received customer service team responded quickly extremely helpful throughout process best
Oh Polly,Fast Fashion,Great Customer Support,"Hey Alliannah,

We are so glad to hear about your positive experience with our customer service team. It is wonderful to know that we were able to resolve your issue quickly and efficiently. We truly appreciate your kind words and valuable feedback!

We look forward to serving you again in the future. Take care and enjoy the rest of your day!

Thanks,
Oh Polly Customer Care Team",5,2026-05-19 19:28:54+00:00,Trustpilot,hey alliannah glad hear positive experience customer service team wonderful know able resolve issue quickly efficiently truly appreciate kind word valuable feedback look forward serving future take care enjoy rest day thanks oh polly customer care team
Rapanui,Ethical Fashion,I got in touch because I had a query…,"I got in touch because I had a query about vouchers and discount codes being used alongside each other. Dan got in touch with me in a timely manner and was super helpful with my query, and an ad-hoc question I had while I was in contact with him too. I love this brand and the this is my first time using their customer service and I wasn't disappointed.
The only hitch I have with this brand is that it's currently not possible to use more than 1 voucher in a purchase at a time, so if you have multiple vouchers you need to split them one at a time over separate individual purchases to use them.",5,2026-05-19 19:16:39+00:00,Trustpilot,got touch query voucher discount code used alongside dan got touch timely manner super helpful query adhoc question contact love brand first time using customer service wasnt disappointed hitch brand currently possible use voucher purchase time multiple voucher need split one time separate individual purchase use
Oh Polly,Fast Fashion,Thank you so much to Lowri and Hannah,"Hey Mahalia,

We're so glad we could help! We appreciate your kind words.

We look forward to serving you again in the future. Take care and enjoy the rest of your day!

Thanks,
Oh Polly Customer Care Team",5,2026-05-19 18:49:15+00:00,Trustpilot,hey mahalia glad could help appreciate kind word look forward serving future take care enjoy rest day thanks oh polly customer care team
ASOS,Fast Fashion,I received bikini bottoms with poo and…,I received bikini bottoms with poo and other bodily fluids in them and they are not helping me!,1,2026-05-19 18:35:41+00:00,Trustpilot,received bikini bottom poo bodily fluid helping
Oh Polly,Fast Fashion,My favorite boutique,"Hey,

We're so glad our team was attentive and resolved your issue! We appreciate your positive feedback.

We look forward to serving you again in the future. Take care and enjoy the rest of your day!

Thanks,
Oh Polly Customer Care Team",5,2026-05-19 18:34:35+00:00,Trustpilot,hey glad team attentive resolved issue appreciate positive feedback look forward serving future take care enjoy rest day thanks oh polly customer care team
Passenger,Ethical Fashion,simply the best!,"Hello Rob,
Thank you so much for the incredible 5-star review! 🌟

We absolutely love hearing that you're finding every possible excuse to wear your new gear—that is exactly what we aim for! There is no greater compliment than knowing our designs have become a staple in your wardrobe.

We’ll be ready and waiting whenever you're looking to add that next fleece to your collection.

Thanks again for the support, and see you soon for round two! 🌲",5,2026-05-19 18:33:11+00:00,Trustpilot,hello rob thank much incredible star review absolutely love hearing youre finding every possible excuse wear new gearthat exactly aim greater compliment knowing design become staple wardrobe well ready waiting whenever youre looking add next fleece collection thanks support see soon round two
ASOS,Fast Fashion,Not only was I happy with the product…,Not only was I happy with the product but it was early to 👍,5,2026-05-19 17:22:52+00:00,Trustpilot,happy product early
Oh Polly,Fast Fashion,Great customer service,"Hey Kirsten,

We are so glad you enjoyed our service, speedy delivery, and high-quality products. Thank you for your feedback!

We look forward to serving you again in the future. Take care and enjoy the rest of your day!

Thanks,
Oh Polly Customer Care Team",5,2026-05-19 16:24:50+00:00,Trustpilot,hey kirsten glad enjoyed service speedy delivery highquality product thank feedback look forward serving future take care enjoy rest day thanks oh polly customer care team
Passenger,Ethical Fashion,Really good quality stuff,"Hello Allan,
Thank you for the wonderful review! 🌟

We are so glad to hear that you love your new hoodie and that it’s keeping you lovely and warm. There’s nothing better than a cozy favorite that arrives right on time!

We really appreciate you taking the time to share your feedback about our quality and service. Enjoy the warmth, and we hope to see you again soon! 🌲
Heidi - Passenger Team",5,2026-05-19 16:06:18+00:00,Trustpilot,hello allan thank wonderful review glad hear love new hoodie keeping lovely warm there nothing better cozy favorite arrives right time really appreciate taking time share feedback quality service enjoy warmth hope see soon heidi passenger team
ASOS,Fast Fashion,I feel bad for anyone working there who…,"I feel bad for anyone working there who is capable because they’re having to clean up after the rest of the customer service team. Firstly ASOS lost the return, when chased couldn’t figure out what they had and had not refunded. Eventually I was told a refund would be processed in 10 days. Turns out it was never raised by the first agent.

Do not trust whatever they are telling you without some kind of verification. Rich of ASOS to charge customers for returns when they’re sending out wrong, horrible quality items. Either be a proper online only store or give up guys, cause you suck.",1,2026-05-19 14:48:22+00:00,Trustpilot,feel bad anyone working capable theyre clean rest customer service team firstly asos lost return chased couldnt figure refunded eventually told refund would processed day turn never raised first agent trust whatever telling without kind verification rich asos charge customer return theyre sending wrong horrible quality item either proper online store give guy cause suck
Lucy & Yak,Ethical Fashion,Unfortunately the goods I required…,"Unfortunately the goods I required were sold out.After being scammed by another company, it was a relief to be in touch with genuine interested people.14",5,2026-05-19 11:21:09+00:00,Trustpilot,unfortunately good required sold outafter scammed another company relief touch genuine interested people
ASOS,Fast Fashion,customer service appalling,customer service is absolutely appalling/non-existent. only way to get in touch is via chat function on their website and the agents are absolutely useless and do not understand what you are saying. they must also be working multiple chats at once as each message takes 5+ minutes for a response - you will be on the chat for 40+ mins for even a basic enquiry. unable to escalate complaint to anyone who speaks any sense,1,2026-05-19 11:06:53+00:00,Trustpilot,customer service absolutely appallingnonexistent way get touch via chat function website agent absolutely useless understand saying must also working multiple chat message take minute response chat min even basic enquiry unable escalate complaint anyone speaks sense
ASOS,Fast Fashion,Scam company,"Scam company. They delivered the order at the front door where it could easily be stolen, and then claimed that 19 products could fit into one very small box. They initially agreed to refund me, but later blocked my account and refused to provide my refund. Very poor customer service and an extremely disappointing experience.",1,2026-05-19 10:36:28+00:00,Trustpilot,scam company delivered order front door could easily stolen claimed product could fit one small box initially agreed refund later blocked account refused provide refund poor customer service extremely disappointing experience
ASOS,Fast Fashion,Worst customer service ever,Worst customer service ever. I got a discount code for my birthday which did not work and anyone could solve it. Just a repeated answer from IA that they cannot do anything. Horrible…,1,2026-05-19 09:30:31+00:00,Trustpilot,worst customer service ever got discount code birthday work anyone could solve repeated answer ia anything horrible
Oh Polly,Fast Fashion,“Your service was very fast,"Hey Ritta,

We're so glad we could help. We appreciate your kind words and positive feedback!

We look forward to serving you again in the future. Take care and enjoy the rest of your day!

Thanks,
Oh Polly Customer Care Team",5,2026-05-19 03:14:32+00:00,Trustpilot,hey ritta glad could help appreciate kind word positive feedback look forward serving future take care enjoy rest day thanks oh polly customer care team
Oh Polly,Fast Fashion,Ordered 2 dresses which came to nearly…,"Hello Jackie,

We are very sorry for the frustration and disappointment this delay has caused, especially with Prom being so close. We completely understand how stressful this timing is.

We want to look into exactly what happened with your order and see how we can help. We have requested your order details through Trustpilot, but we haven't received them yet.

Please respond to that request with your information so our team can investigate this for you right away.

Thanks,
Oh Polly Customer Care Team",1,2026-05-19 00:27:14+00:00,Trustpilot,hello jackie sorry frustration disappointment delay caused especially prom close completely understand stressful timing want look exactly happened order see help requested order detail trustpilot havent received yet please respond request information team investigate right away thanks oh polly customer care team
Boohoo,Fast Fashion,Refused a return for an item,"Refused a return for an item. Pair of shorts, but they class them as underwear possibly? They are not. Very poor sizing. Pump shorts meant to be roomy for the muscular build. These are not roomy at all. Waist and hips fit fine but the leg extremely narrow and tight.

T shirt quality is fine, fits nice and is comfy.

But print on training vest already has print seperating from material. For the value of vest not even worth paying the returns.

Order from here and expect 1 out of 3 items to be worthwhile. Cant see myself ordering here ever again.",1,2026-05-18 22:42:28+00:00,Trustpilot,refused return item pair short class underwear possibly poor sizing pump short meant roomy muscular build roomy waist hip fit fine leg extremely narrow tight shirt quality fine fit nice comfy print training vest already print seperating material value vest even worth paying return order expect item worthwhile cant see ordering ever
Boohoo,Fast Fashion,i purchased the miami florida blue…,i purchased the miami florida blue short tracksuit. i open it to see makeup stains all over the neckline of the hoodie. so so disappointing. i was excited for this to arrive and now the whole set is out of stock so i doubt i’ll even be able to purchase again.,2,2026-05-18 22:23:22+00:00,Trustpilot,purchased miami florida blue short tracksuit open see makeup stain neckline hoodie disappointing excited arrive whole set stock doubt ill even able purchase
Oh Polly,Fast Fashion,Great experience,"Hey Aleyna,

We are so happy to hear you love your new dress! It's wonderful that our size guide was accurate and the fit is perfect for you. We're also glad the updates and early delivery enhanced your experience. Thank you for your kind words!

We look forward to serving you again in the future. Take care and enjoy the rest of your day!

Thanks,
Oh Polly Customer Care Team",5,2026-05-18 21:11:13+00:00,Trustpilot,hey aleyna happy hear love new dress wonderful size guide accurate fit perfect also glad update early delivery enhanced experience thank kind word look forward serving future take care enjoy rest day thanks oh polly customer care team
Boohoo,Fast Fashion,Boohoo Premier poor delivery,"I have always used Boohoo Premier and since they have changed the policy it is an absolute joke.
First I am told only Boohoo items are free next day, but actually due to living in Cornwall nothing is free next day. So I either have to wait 4 days or pay £2.99 to get in 2 days (never actually next day).
My mate tested the same items deliver to her house up Country and she can get free tomorrow!!
I tried to complain, request refund on delivery and customer service was awful.
Defo won’t renew again",1,2026-05-18 20:48:03+00:00,Trustpilot,always used boohoo premier since changed policy absolute joke first told boohoo item free next day actually due living cornwall nothing free next day either wait day pay get day never actually next day mate tested item deliver house country get free tomorrow tried complain request refund delivery customer service awful defo wont renew
ASOS,Fast Fashion,Untrustworthy. Horrendous Customer Service.,"I ordered a pair of running shoes from ASOS as they were cheaper than on competitor websites.
On arrival I assumed the trainers were the correct size 9 as they were in a box marked ""size 9"" and tied together with a label marked ""size 9."" It was only after I'd started running in them that it became apparent that, while the left trainer was correct, the right trainer was size 8 - too small.
I contacted ASOS by chat - they don't have email, phone or postal contact - and was told to return them via courier which I did.
Three weeks later I received the trainers back with a rejection email telling me they couldn't be returned due to their worn state.
I then tried to complain via chat and after 20 minutes with a handler I was told I would be put through to a manager. I then waited a further three hours before the connection was inexplicably cut.
I logged back in and opened another chat and was told I'd be prioritised and was asked to wait again. Thirty minutes later I was cut off once more.
Truly shocking service.",1,2026-05-18 20:40:05+00:00,Trustpilot,ordered pair running shoe asos cheaper competitor website arrival assumed trainer correct size box marked size tied together label marked size id started running became apparent left trainer correct right trainer size small contacted asos chat dont email phone postal contact told return via courier three week later received trainer back rejection email telling couldnt returned due worn state tried complain via chat minute handler told would put manager waited three hour connection inexplicably cut logged back opened another chat told id prioritised asked wait thirty minute later cut truly shocking service
ASOS,Fast Fashion,Tracking service unavailable (no ID…,"Tracking service unavailable (no ID provided), delayed delivery (>1 week) in spite being a premium customer,",1,2026-05-18 20:05:14+00:00,Trustpilot,tracking service unavailable id provided delayed delivery week spite premium customer
ASOS,Fast Fashion,Diabolical,"Diabolical. Just don't order from them. Everything will go wrong, you won't receive your order on time even though you paid next-day, they will leave crucial information about their delivery out before you order and then lie to you that they told you before, you won't receive any help, their agents will be unresponsive an unreasonable, then your items will be faulty and they'll lie to you that they're supposed to be like that, and you will just be left frustrated like the 3000 other people here who have left them a 1-star review.",1,2026-05-18 18:14:51+00:00,Trustpilot,diabolical dont order everything go wrong wont receive order time even though paid nextday leave crucial information delivery order lie told wont receive help agent unresponsive unreasonable item faulty theyll lie theyre supposed like left frustrated like people left star review
ASOS,Fast Fashion,I have been a customer for years with…,"I have been a customer for years with only one return recently, 2/05/2026. I sent two items back, one for poor quality, one for the wrong size, and both were rejected. Be very careful when purchasing, as this claim that wearing items was unfounded and false",1,2026-05-18 16:11:05+00:00,Trustpilot,customer year one return recently sent two item back one poor quality one wrong size rejected careful purchasing claim wearing item unfounded false
Oh Polly,Fast Fashion,Always good quality and amazing…,"Hey Kimiya,

We are so glad you loved our quality and service! Thank you for your support.

We look forward to serving you again in the future. Take care and enjoy the rest of your day!

Thanks,
Oh Polly Customer Care Team",5,2026-05-18 14:23:48+00:00,Trustpilot,hey kimiya glad loved quality service thank support look forward serving future take care enjoy rest day thanks oh polly customer care team
ASOS,Fast Fashion,Please stop using relaytech,Please stop using relaytech for your deliveries. My next day delivery is nearly a week late.,1,2026-05-18 13:42:21+00:00,Trustpilot,please stop using relaytech delivery next day delivery nearly week late
Oh Polly,Fast Fashion,straight forward and easy,"Hey Mallika,

We appreciate your positive feedback!

We look forward to serving you again in the future. Take care and enjoy the rest of your day!

Thanks,
Oh Polly Customer Care Team",5,2026-05-18 13:24:28+00:00,Trustpilot,hey mallika appreciate positive feedback look forward serving future take care enjoy rest day thanks oh polly customer care team
Passenger,Ethical Fashion,Great quality of clothing,"Hello Michael

Thank you for taking the time to leave us your review, we really appreciate your feedback.

It’s great to hear that you think that the quality of our clothing is great and your delivery was very quick.

We look forward to future orders from you!

Thanks again,
Gemma - Passenger Team",5,2026-05-18 13:05:54+00:00,Trustpilot,hello michael thank taking time leave u review really appreciate feedback great hear think quality clothing great delivery quick look forward future order thanks gemma passenger team
Boohoo,Fast Fashion,Not even a 1 star!!,"Not even a 1 star!!
Been contacting Boohoo's customer service for a while now to get a refund from January. Customer service is terrible. You get an AI bot that is useless, then you have to wait days and days to speak to a human, who then never gets back to you. I have contacted them many different ways and the service is honestly disgusting. For a multi-million pound company, they should make more of a priority in looking after their customers.

I was a loyal customer of Boohoo and the company has gone downhill!",1,2026-05-18 13:04:48+00:00,Trustpilot,even star contacting boohoos customer service get refund january customer service terrible get ai bot useless wait day day speak human never get back contacted many different way service honestly disgusting multimillion pound company make priority looking customer loyal customer boohoo company gone downhill
ASOS,Fast Fashion,Terrible customer service,"Terrible customer service. Complained about glue marks on trainers - and I've been informed that's how they're advertised online... ASOS really need to up their customer service skills. Won't repurchase from their website again, as they're happy to send out sub-par quality items.",1,2026-05-18 12:57:54+00:00,Trustpilot,terrible customer service complained glue mark trainer ive informed thats theyre advertised online asos really need customer service skill wont repurchase website theyre happy send subpar quality item
Oh Polly,Fast Fashion,*EDITED* Really unclear next day delivery…,"Hello Em,

Thank you so much for taking the time to update your review and for sharing such constructive feedback with us. We are so glad to hear that our customer service team was able to resolve this for you and that your order arrived safely!

You make a really fair point regarding the clarity of our weekend delivery options. We always want the checkout process to be as transparent as possible, so we are passing your comments directly to our team to see how we can make these DPD shipping terms clearer for future weekend shoppers.

We look forward to serving you again in the future. Take care and enjoy the rest of your day!

Thanks,
Oh Polly Customer Care Team",4,2026-05-18 12:27:43+00:00,Trustpilot,hello em thank much taking time update review sharing constructive feedback u glad hear customer service team able resolve order arrived safely make really fair point regarding clarity weekend delivery option always want checkout process transparent possible passing comment directly team see make dpd shipping term clearer future weekend shopper look forward serving future take care enjoy rest day thanks oh polly customer care team
ASOS,Fast Fashion,As i cant leave 0 stars,"As i cant leave 0 stars. I ordered item Sat afternoon and was told delivery next day, item dispatched to Royal Mail. Royal Mail returned item to ASOS as issue with delivery address, told i would have to wait 10 days for refund, but this is only issued once they have they have the item back 🤬 then like an idiot, because i wanted the item i reordered it but paid for a different courier next day delivery. As I was shafted the day before i await the email from DPD saying when they will deliver and i wait by the window for this. Half hour later, you have missed delivery today we will try again another day. 🤬🤬 then i contact customer service who are 0 help and wont even refund my delivery charge 🤬🤬🤬 will not be using again and will not recommend to anyone.",1,2026-05-18 12:00:08+00:00,Trustpilot,cant leave star ordered item sat afternoon told delivery next day item dispatched royal mail royal mail returned item asos issue delivery address told would wait day refund issued item back like idiot wanted item reordered paid different courier next day delivery shafted day await email dpd saying deliver wait window half hour later missed delivery today try another day contact customer service help wont even refund delivery charge using recommend anyone
Rapanui,Ethical Fashion,Their customer service is fantastic,"Their customer service is fantastic.
I emailed them to inform them that after three months of normal use, an item of clothing from them was faulty - a seam had started to come undone - and I sent photos, and without further question, a replacement item was sent out to me. The customer service team were so friendly and helpful and concerned that my experience of their clothing was not up to their usual high standard.",5,2026-05-18 11:53:47+00:00,Trustpilot,customer service fantastic emailed inform three month normal use item clothing faulty seam started come undone sent photo without question replacement item sent customer service team friendly helpful concerned experience clothing usual high standard
Boohoo,Fast Fashion,Absolutely shocking service.,"Absolutely shocking service.

Firstly my boohoo order took weeks to arrive and then trying to manage my return with boohoo and marketplace items feels like an impossible task - you shouldn't be selling marketplace items with such awful processes in place!

No proper customer service, just bots and FB messenger where you have to repeat yourself over and over, while waiting endlessly for a human to intervene.

Will never waste my time, energy or money ordering again. Joke of an operation.",1,2026-05-18 11:52:41+00:00,Trustpilot,absolutely shocking service firstly boohoo order took week arrive trying manage return boohoo marketplace item feel like impossible task shouldnt selling marketplace item awful process place proper customer service bot fb messenger repeat waiting endlessly human intervene never waste time energy money ordering joke operation
Boohoo,Fast Fashion,Refusal of refund,My order was dispatched 7 days after I ordered them which resulted in them arriving late. So sent the full parcel back. They are refusing to refund 1 item saying they never got it but it was returned with all the other items in original packaging. Not replied to my last email re this. Will be taking this further.,1,2026-05-18 11:39:47+00:00,Trustpilot,order dispatched day ordered resulted arriving late sent full parcel back refusing refund item saying never got returned item original packaging replied last email taking
ASOS,Fast Fashion,Overcharged me and didn’t help at all - now out of pocket,"Ordered some trainers from here recently and they had sent me the wrong pair, I ordered a specific pair priced at £82 and they had sent me a different pair that were slightly different in colour that were priced at £60.50, I ordered these at next day delivery as I did need these for that day specifically, I got in touch to explain the situation and said I was happy to keep the pair they had sent me but asked for the partial refund on the price difference as I had essentially overpaid, they refused and wouldn’t help me with this at all, I couldn’t return so now have a pair of trainers that I have overpaid for. Absolutely appalling service and borderline stealing, will never use this company again and would highly suggest to avoid them at all costs!",1,2026-05-18 11:31:09+00:00,Trustpilot,ordered trainer recently sent wrong pair ordered specific pair priced sent different pair slightly different colour priced ordered next day delivery need day specifically got touch explain situation said happy keep pair sent asked partial refund price difference essentially overpaid refused wouldnt help couldnt return pair trainer overpaid absolutely appalling service borderline stealing never use company would highly suggest avoid cost
Rapanui,Ethical Fashion,Great quality tee’s,"Great quality tee’s; some initial issues with the delivery of my order, eventually resolved satisfactorily with customer service team.",3,2026-05-18 10:19:59+00:00,Trustpilot,great quality tee initial issue delivery order eventually resolved satisfactorily customer service team
Boohoo,Fast Fashion,20 days still waiting my refund after receiving faulty goods,Worst customer experience ever. Boohoo tagged on extra sneaky insurance at checkout. The items delivered were faulty and of terrible quality. I returned all the next day. They received my return 20 days ago and I still have not received my refund of nearly £60! When I contacted them Debenhams emailed me on this matter telling me they are awaiting a concession called IKRUSH to refund me. Who is that? I ordered from Boohoo not Debenhams or some unknown company I’ve never heard of? I just want my money back and will be closing my account with them and never ordering from them again. This is not the same company I used to order from the items looked like they came from some dodgy back street market and would fall apart in 5 minutes. Unless you want to chase for a unforthcoming refund and receive terrible quality items avoid Boohoo at all costs!,1,2026-05-17 23:06:35+00:00,Trustpilot,worst customer experience ever boohoo tagged extra sneaky insurance checkout item delivered faulty terrible quality returned next day received return day ago still received refund nearly contacted debenhams emailed matter telling awaiting concession called ikrush refund ordered boohoo debenhams unknown company ive never heard want money back closing account never ordering company used order item looked like came dodgy back street market would fall apart minute unless want chase unforthcoming refund receive terrible quality item avoid boohoo cost
ASOS,Fast Fashion,Send my return back in January and evri…,"Send my return back in January and evri lost it, I have contacted ASOS numerous times I can never get past the AI it doesn't understand anything and never help me just gives me the run around and promises me someone will contact me never happens and I never received my refund it's been nearly 6 months shocking terrible service I will never use ASOS again. How can a company not have a contact email where you can speak to human beings?",1,2026-05-17 22:47:46+00:00,Trustpilot,send return back january evri lost contacted asos numerous time never get past ai doesnt understand anything never help give run around promise someone contact never happens never received refund nearly month shocking terrible service never use asos company contact email speak human being
ASOS,Fast Fashion,Terrible customer support,"I have been a customer since 2013... literally when they had their old clunkier website. Support used to be so good, always customer centric, and they have gone very downhill. It's clear they are outsourcing the support, it's very hard to communicate and I find them incredibly rude when you need to process returns, especially when ASOS is at fault. Sithembile wasn't very polite and found them very abrupt.",1,2026-05-17 19:47:03+00:00,Trustpilot,customer since literally old clunkier website support used good always customer centric gone downhill clear outsourcing support hard communicate find incredibly rude need process return especially asos fault sithembile wasnt polite found abrupt
Boohoo,Fast Fashion,Worse return process ever,"Terrible customer service, with AI integration that keeps on looping and cutting off the communication flow + unable to return items that are unopened in their original packaging, which is frankly speaking illegal.",1,2026-05-17 19:28:08+00:00,Trustpilot,terrible customer service ai integration keep looping cutting communication flow unable return item unopened original packaging frankly speaking illegal
ASOS,Fast Fashion,If I could rate it a 0 I would,"If I could rate it a 0 I would. Genuinely disgusting customer service.

I ordered a top on their website from a different brand, when I went to return this top it wouldn’t let me.

I’ve spent weeks talking to their Ai service and human support without any answer, numerous times I’ve been told that my enquiry would be reviewed and I would get an email back, but still I’ve not received one.

Coming up to a month of me trying to get my return processed and I’m still no closer than when I first started.",1,2026-05-17 18:10:41+00:00,Trustpilot,could rate would genuinely disgusting customer service ordered top website different brand went return top wouldnt let ive spent week talking ai service human support without answer numerous time ive told enquiry would reviewed would get email back still ive received one coming month trying get return processed im still closer first started
Boohoo,Fast Fashion,Very fast communication today with help…,"Hey Lynsey- Marie,
Thank you for taking the time to leave us a lovely review!
I’m sorry to hear about the issue you had with your return. However, I'm glad you reached out to our team, where they were able to look into matters and ensure this was resolved as quick as possible.
I will be sure to pass on your kind words on your behalf.
Take care and have a lovely day!
Raja",5,2026-05-17 17:33:47+00:00,Trustpilot,hey lynsey marie thank taking time leave u lovely review im sorry hear issue return however im glad reached team able look matter ensure resolved quick possible sure pas kind word behalf take care lovely day raja
Boohoo,Fast Fashion,Return process and diabolical communication,"I have sent 3 emails and used Messenger chat on 5 occasions, it is insulting when they are asking for the same information each time with no offer of resolution..

I have returned 2 items out of 3 ordered and received no refund

I have used Boohoo for years.... NOT ANYMORE",1,2026-05-17 14:54:20+00:00,Trustpilot,sent email used messenger chat occasion insulting asking information time offer resolution returned item ordered received refund used boohoo year anymore
Boohoo,Fast Fashion,I am beyond frustrated with the service…,"I am beyond frustrated with the service I’ve received regarding this gift card. I have now been told FIVE times that it has been resent via email, and I still have not received anything at all.

Now i’m being asked to provide an alternative email address town which i did and now they’re saying I can’t do it like that???

At this point, it honestly feels like a scam. Every response takes over a day, there is no way to speak to an actual person, and I’m repeatedly being told the same thing with absolutely no resolution.

I want this resolved. Either to be sent the gift card properly and make sure i get it before another response a day later or provide an alternative solution immediately.

I also want details of how to make a formal complaint. (Already sent to Resolver) I have asked them to provide either a team leader/manager’s email address or a phone number where I can speak to someone directly, because this level of customer service is unacceptable and have been ignored every time.",1,2026-05-17 14:44:57+00:00,Trustpilot,beyond frustrated service ive received regarding gift card told five time resent via email still received anything im asked provide alternative email address town theyre saying cant like point honestly feel like scam every response take day way speak actual person im repeatedly told thing absolutely resolution want resolved either sent gift card properly make sure get another response day later provide alternative solution immediately also want detail make formal complaint already sent resolver asked provide either team leadermanagers email address phone number speak someone directly level customer service unacceptable ignored every time
